"","rent","bedroom","livingroom","bathroom","area","room","floor_grp","subway","region","heating"
"4392",2484.1903880165,3,1,2,9,"次卧","低楼层","是","朝阳","自采暖"
"4393",3275.11766629672,2,1,1,11,"主卧","低楼层","是","丰台","集中供暖"
"4394",3015.04497968565,3,1,1,13,"主卧","中楼层","是","东城","自采暖"
"4395",2427.97234106832,2,1,1,13,"主卧","低楼层","是","通州","集中供暖"
"4396",3987.89976305727,2,1,1,12,"次卧","低楼层","是","朝阳","集中供暖"
"4397",2638.82725798475,3,1,1,16,"主卧","低楼层","是","丰台","集中供暖"
"4398",2859.75483789519,3,1,1,16,"主卧","低楼层","是","石景山","集中供暖"
"4399",2228.68251453775,4,1,1,17,"主卧","高楼层","是","房山","集中供暖"
"4400",2722.61029935917,3,1,1,8,"次卧","低楼层","是","丰台","自采暖"
"4401",2006.53820349682,4,1,1,9,"次卧","低楼层","否","顺义","集中供暖"
"4402",2137.46623777189,2,1,1,8,"次卧","高楼层","是","大兴","集中供暖"
"4403",2413.3944126829,4,1,1,12,"主卧","中楼层","是","大兴","集中供暖"
"4404",2397.32273839936,4,1,1,11,"次卧","中楼层","是","大兴","集中供暖"
"4405",2376.25122475571,4,1,1,11,"次卧","中楼层","是","大兴","集中供暖"
"4406",2580.17988124547,4,1,1,9,"次卧","低楼层","是","丰台","自采暖"
"4407",2558.10871701567,5,2,1,24,"主卧","高楼层","否","顺义","集中供暖"
"4408",2577.03774086143,2,1,1,14,"主卧","低楼层","是","大兴","集中供暖"
"4409",2346.96696122093,2,1,1,8,"次卧","低楼层","是","大兴","集中供暖"
"4410",3113.89638617053,2,1,1,12,"次卧","中楼层","是","丰台","集中供暖"
"4411",3534.82602342017,2,1,1,19,"主卧","中楼层","是","丰台","集中供暖"
"4412",3442.75588030908,2,1,1,12,"次卧","低楼层","是","海淀","集中供暖"
"4413",3885.68596380168,2,1,1,20,"主卧","低楼层","是","海淀","集中供暖"
"4414",2119.61628048386,3,1,1,11,"主卧","中楼层","是","通州","集中供暖"
"4415",3225.54683655936,2,1,1,17,"主卧","高楼层","是","石景山","集中供暖"
"4416",2554.47763784665,2,1,1,8,"次卧","中楼层","是","石景山","集中供暖"
"4417",3259.40868977589,2,1,1,18,"主卧","中楼层","是","石景山","集中供暖"
"4418",3059.33999738627,4,1,1,26,"主卧","中楼层","是","通州","自采暖"
"4419",2009.27156532366,4,1,1,9,"次卧","中楼层","是","通州","自采暖"
"4420",2291.20339783846,4,1,1,13,"次卧","中楼层","是","通州","自采暖"
"4421",2156.13549878378,4,1,1,12,"次卧","中楼层","是","通州","自采暖"
"4422",5828.06787161395,4,1,1,27,"主卧","低楼层","是","海淀","集中供暖"
"4423",4025.00051938327,4,1,1,12,"次卧","低楼层","是","海淀","集中供暖"
"4424",2591.93344474503,2,1,1,10,"次卧","低楼层","是","朝阳","自采暖"
"4425",2752.86664995092,2,1,1,13,"主卧","低楼层","是","朝阳","自采暖"
"4426",3011.80013685064,2,1,1,12,"次卧","高楼层","是","通州","集中供暖"
"4427",3110.73390689184,2,1,1,13,"主卧","高楼层","是","通州","集中供暖"
"4428",2581.66796112038,2,1,1,9,"次卧","高楼层","是","石景山","集中供暖"
"4429",3204.60230018083,2,1,1,19,"主卧","高楼层","是","石景山","集中供暖"
"4430",2632.53692431729,2,1,1,14,"主卧","中楼层","是","大兴","集中供暖"
"4431",2274.47183337456,2,1,1,9,"次卧","中楼层","是","大兴","集中供暖"
"4432",1794.40702679948,3,1,1,6,"次卧","低楼层","是","大兴","集中供暖"
"4433",2051.3425036427,3,1,1,9,"次卧","低楼层","是","大兴","集中供暖"
"4434",4474.27826256065,3,1,1,13,"主卧","高楼层","是","海淀","集中供暖"
"4435",4074.2143018178,3,1,1,10,"次卧","高楼层","是","海淀","集中供暖"
"4436",2462.15061928927,2,1,1,13,"主卧","低楼层","是","昌平","集中供暖"
"4437",2514.0872124637,2,1,1,14,"次卧","低楼层","是","昌平","集中供暖"
"4438",2284.02407844635,2,1,1,18,"主卧","高楼层","是","房山","集中供暖"
"4439",2520.96121396256,3,1,1,10,"主卧","低楼层","是","大兴","集中供暖"
"4440",2512.89861536144,3,1,1,10,"次卧","低楼层","是","大兴","集中供暖"
"4441",2249.83627861987,3,1,1,10,"次卧","低楼层","是","丰台","集中供暖"
"4442",2211.77419934674,3,1,1,9,"次卧","低楼层","是","丰台","集中供暖"
"4443",2261.71237278747,3,1,1,13,"次卧","高楼层","是","丰台","自采暖"
"4444",2839.65079382882,3,1,1,23,"主卧","高楼层","是","丰台","自采暖"
"4445",2116.58945700393,3,1,1,11,"次卧","高楼层","是","丰台","自采暖"
"4446",2490.52835649764,3,1,1,16,"主卧","高楼层","是","丰台","自采暖"
"4447",2223.46748615204,3,1,1,12,"次卧","高楼层","是","丰台","自采暖"
"4448",2359.40683947233,3,1,1,14,"次卧","高楼层","是","丰台","自采暖"
"4449",2419.34640963282,3,1,1,16,"主卧","中楼层","是","丰台","自采暖"
"4450",2161.28618948328,3,1,1,12,"次卧","中楼层","是","丰台","自采暖"
"4451",2251.2261715555,3,1,1,14,"次卧","中楼层","是","丰台","自采暖"
"4452",4434.16634806997,2,1,1,18,"主卧","中楼层","是","朝阳","集中供暖"
"4453",2248.10671094298,3,1,1,11,"次卧","高楼层","是","通州","集中供暖"
"4454",3147.04725179378,2,1,1,13,"主卧","中楼层","否","丰台","集中供暖"
"4455",3257.98796195201,2,1,1,13,"次卧","中楼层","否","丰台","集中供暖"
"4456",2188.92883246537,3,1,1,13,"主卧","高楼层","是","大兴","集中供暖"
"4457",4065.86985410741,3,1,1,20,"主卧","高楼层","是","昌平","集中供暖"
"4458",2669.81101738563,3,1,1,11,"次卧","高楼层","是","昌平","集中供暖"
"4459",2842.75231254966,2,1,1,15,"主卧","高楼层","是","石景山","集中供暖"
"4460",2888.6937295997,3,1,1,21,"主卧","中楼层","否","顺义","集中供暖"
"4461",2260.63525829506,3,1,1,14,"次卧","中楼层","否","顺义","集中供暖"
"4462",2037.57688816301,3,1,1,10,"次卧","中楼层","否","顺义","集中供暖"
"4463",3217.51860850758,2,1,1,20,"主卧","低楼层","是","通州","集中供暖"
"4464",2621.46040841876,2,1,1,10,"次卧","低楼层","是","通州","集中供暖"
"4465",2887.40227678162,3,1,1,14,"次卧","中楼层","是","昌平","自采暖"
"4466",4049.34420228576,3,1,1,23,"主卧","中楼层","是","昌平","自采暖"
"4467",1881.28617343476,3,1,1,10,"次卧","低楼层","是","大兴","集中供暖"
"4468",2119.22817855584,3,1,1,14,"次卧","低楼层","是","大兴","集中供暖"
"4469",2367.17020580961,3,1,1,25,"主卧","低楼层","是","大兴","集中供暖"
"4470",2672.1122431999,2,1,1,16,"主卧","中楼层","是","大兴","集中供暖"
"4471",3829.05427858378,3,1,1,22,"主卧","低楼层","是","通州","自采暖"
"4472",2197.99629968156,2,1,1,12,"次卧","低楼层","是","房山","自采暖"
"4473",2420.93829408702,2,1,1,16,"主卧","低楼层","是","房山","自采暖"
"4474",2662.88024927756,2,1,1,18,"主卧","低楼层","是","通州","集中供暖"
"4475",2319.82215262458,2,1,1,9,"次卧","低楼层","是","通州","集中供暖"
"4476",2205.76399140381,3,1,1,14,"主卧","高楼层","否","通州","集中供暖"
"4477",3124.70575280575,3,1,1,14,"主卧","高楼层","是","丰台","集中供暖"
"4478",2532.64742394616,3,1,1,6,"次卧","高楼层","是","丰台","集中供暖"
"4479",2817.58899187656,2,1,1,10,"次卧","高楼层","是","通州","集中供暖"
"4480",3212.53044359481,2,1,1,12,"主卧","高楼层","是","通州","集中供暖"
"4481",2284.47176605567,2,1,1,10,"次卧","中楼层","否","通州","集中供暖"
"4482",2555.4129461814,2,1,1,13,"主卧","中楼层","否","通州","集中供暖"
"4483",2317.35397087237,2,1,1,9,"次卧","低楼层","是","通州","集中供暖"
"4484",2522.29482701766,2,1,1,12,"主卧","低楼层","是","通州","集中供暖"
"4485",2357.23550150569,2,1,1,11,"次卧","低楼层","是","通州","集中供暖"
"4486",1988.17598123475,3,1,1,9,"次卧","中楼层","是","通州","集中供暖"
"4487",2439.11625312362,3,1,1,19,"主卧","中楼层","是","通州","集中供暖"
"4488",2680.05630412207,2,1,1,10,"次卧","高楼层","是","石景山","集中供暖"
"4489",3221.99612122136,2,1,1,20,"主卧","高楼层","是","石景山","集中供暖"
"4490",2290.93569146467,3,1,1,9,"次卧","高楼层","是","石景山","集中供暖"
"4491",2630.87500195756,2,1,1,9,"次卧","中楼层","是","通州","集中供暖"
"4492",3059.81403987821,2,1,1,16,"主卧","低楼层","是","丰台","集中供暖"
"4493",2518.75279248776,3,1,1,13,"主卧","高楼层","否","顺义","集中供暖"
"4494",2634.69124714046,3,1,1,9,"次卧","中楼层","是","朝阳","集中供暖"
"4495",3297.62939129376,3,1,1,10,"次卧","中楼层","是","朝阳","集中供暖"
"4496",3587.56721251836,4,1,1,7,"次卧","中楼层","是","朝阳","集中供暖"
"4497",2014.50469850811,4,1,1,11,"主卧","低楼层","否","通州","集中供暖"
"4498",2352.44183708979,2,1,1,12,"主卧","中楼层","是","大兴","集中供暖"
"4499",3108.37861623284,3,1,1,16,"次卧","低楼层","是","昌平","集中供暖"
"4500",1631.3150240589,5,1,1,9,"次卧","中楼层","是","房山","集中供暖"
"4501",2656.25104885131,4,1,1,8,"次卧","中楼层","是","海淀","自采暖"
"4502",2688.18667906437,3,1,1,10,"主卧","中楼层","是","石景山","集中供暖"
"4503",4404.12190333253,4,1,1,15,"次卧","低楼层","是","朝阳","集中供暖"
"4504",2809.05671047946,2,1,1,10,"次卧","中楼层","是","朝阳","集中供暖"
"4505",4406.99108952686,2,1,1,14,"次卧","中楼层","是","朝阳","集中供暖"
"4506",2819.92502970325,4,1,1,10,"次卧","高楼层","是","昌平","自采暖"
"4507",3721.85852045246,3,1,1,11,"次卧","中楼层","是","西城","集中供暖"
"4508",4182.79155144207,5,1,1,19,"主卧","高楼层","是","丰台","集中供暖"
"4509",2174.72411257156,3,1,1,11,"主卧","中楼层","是","通州","集中供暖"
"4510",3402.6561939804,3,1,1,11,"主卧","低楼层","是","朝阳","集中供暖"
"4511",2672.58778605585,4,1,1,9,"次卧","中楼层","是","海淀","自采暖"
"4512",1454.51887944062,3,1,1,8,"次卧","中楼层","是","房山","集中供暖"
"4513",4524.44946504034,4,1,1,21,"主卧","高楼层","是","朝阳","集中供暖"
"4514",2185.37953403077,3,1,1,9,"次卧","高楼层","否","昌平","集中供暖"
"4515",2507.3090778649,4,1,1,10,"次卧","中楼层","是","朝阳","自采暖"
"4516",2371.23808827971,4,1,1,9,"次卧","高楼层","是","石景山","集中供暖"
"4517",2599.16655730289,5,1,1,10,"次卧","中楼层","否","西城","集中供暖"
"4518",1955.09447725914,2,1,1,8,"次卧","低楼层","是","大兴","集中供暖"
"4519",3657.02184077642,4,1,1,13,"主卧","低楼层","是","朝阳","集中供暖"
"4520",3652.94864079185,3,1,1,11,"主卧","高楼层","否","朝阳","集中供暖"
"4521",2619.87487055749,3,1,1,8,"次卧","低楼层","是","海淀","自采暖"
"4522",3643.80052364575,3,1,1,8,"次卧","高楼层","否","海淀","集中供暖"
"4523",2842.72559395472,3,1,1,11,"次卧","中楼层","是","朝阳","集中供暖"
"4524",2252.65007571314,3,1,1,13,"次卧","中楼层","是","昌平","集中供暖"
"4525",3571.57396348515,3,1,1,13,"主卧","中楼层","是","朝阳","集中供暖"
"4526",2864.49725217488,3,1,1,18,"主卧","高楼层","是","海淀","自采暖"
"4527",3254.41993703067,3,1,1,11,"次卧","高楼层","是","朝阳","集中供暖"
"4528",2753.34201364912,3,1,1,14,"主卧","低楼层","是","通州","集中供暖"
"4529",4210.26347797886,2,1,1,13,"次卧","低楼层","是","朝阳","集中供暖"
"4530",3336.18432632411,4,1,1,10,"次卧","中楼层","否","朝阳","集中供暖"
"4531",3441.10455534789,3,1,1,10,"次卧","高楼层","是","朝阳","集中供暖"
"4532",2584.02416207511,4,1,1,10,"主卧","高楼层","是","石景山","集中供暖"
"4533",2648.94314389524,3,1,1,14,"主卧","中楼层","是","丰台","集中供暖"
"4534",2090.86149856491,3,1,1,9,"主卧","中楼层","是","通州","集中供暖"
"4535",2570.77922421007,4,1,1,12,"主卧","低楼层","是","昌平","集中供暖"
"4536",2804.69631932803,3,1,1,9,"主卧","中楼层","是","朝阳","集中供暖"
"4537",3944.61278278914,3,1,1,12,"次卧","高楼层","是","昌平","自采暖"
"4538",1823.5286138383,4,1,1,8,"次卧","低楼层","是","通州","集中供暖"
"4539",2109.44381209613,2,1,1,11,"主卧","中楼层","是","大兴","集中供暖"
"4540",2274.35837755995,3,1,1,12,"主卧","中楼层","是","通州","自采暖"
"4541",2186.27231060445,2,1,1,10,"次卧","中楼层","是","通州","集中供暖"
"4542",3007.18561198211,3,1,1,13,"次卧","中楼层","是","海淀","集中供暖"
"4543",2682.09828282341,4,1,1,10,"次卧","中楼层","是","丰台","集中供暖"
"4544",2038.01032463672,3,1,1,12,"主卧","低楼层","是","大兴","集中供暖"
"4545",1990.92173930798,4,1,1,10,"次卧","中楼层","是","丰台","自采暖"
"4546",2644.8325291001,3,1,1,8,"次卧","高楼层","是","海淀","自采暖"
"4547",3311.74269665212,3,1,1,12,"次卧","中楼层","是","昌平","集中供暖"
"4548",1977.65224497813,3,1,1,8,"次卧","低楼层","是","通州","集中供暖"
"4549",2641.56117746594,4,1,1,11,"主卧","中楼层","是","丰台","集中供暖"
"4550",3404.46949787545,3,1,1,15,"主卧","中楼层","否","海淀","自采暖"
"4551",2626.37721033689,3,1,1,8,"次卧","高楼层","是","朝阳","集中供暖"
"4552",2164.28431934869,3,1,1,10,"次卧","低楼层","是","通州","集中供暖"
"4553",2504.19082977523,3,1,1,16,"主卧","低楼层","是","通州","集中供暖"
"4554",2225.09674684422,3,1,1,11,"次卧","低楼层","是","通州","集中供暖"
"4555",2425.00207614403,3,1,1,12,"次卧","中楼层","是","昌平","集中供暖"
"4556",3352.90682362058,4,1,1,10,"次卧","低楼层","是","朝阳","集中供暖"
"4557",4000.81099557419,4,1,1,15,"主卧","低楼层","是","朝阳","集中供暖"
"4558",3710.71459865606,4,1,1,13,"次卧","低楼层","是","朝阳","集中供暖"
"4559",3795.61763986467,2,1,1,18,"主卧","低楼层","否","昌平","集中供暖"
"4560",2009.52012654181,2,1,1,8,"次卧","中楼层","是","房山","集中供暖"
"4561",2490.42206636855,2,1,1,16,"主卧","中楼层","是","房山","集中供暖"
"4562",3510.32346736088,2,1,1,12,"次卧","中楼层","是","海淀","集中供暖"
"4563",3764.22433786523,2,1,1,16,"主卧","中楼层","是","海淀","集中供暖"
"4564",2706.12468655374,2,1,1,10,"主卧","低楼层","是","石景山","集中供暖"
"4565",2702.02452241936,2,1,1,10,"次卧","低楼层","是","石景山","集中供暖"
"4566",4395.92385477073,2,1,1,18,"主卧","中楼层","是","海淀","集中供暖"
"4567",3710.82269322695,2,1,1,9,"次卧","中楼层","是","海淀","集中供暖"
"4568",2063.72104771204,3,1,1,10,"主卧","高楼层","否","通州","集中供暖"
"4569",3560.61892844934,3,1,1,22,"主卧","高楼层","是","顺义","集中供暖"
"4570",2633.5163459557,3,1,1,12,"次卧","高楼层","是","顺义","集中供暖"
"4571",2597.41331103546,3,1,1,13,"次卧","高楼层","是","顺义","集中供暖"
"4572",2626.30983477435,3,1,1,13,"主卧","高楼层","是","通州","集中供暖"
"4573",2207.20592853313,3,1,1,7,"次卧","高楼层","是","通州","集中供暖"
"4574",2631.1016039412,3,1,1,13,"次卧","高楼层","是","通州","集中供暖"
"4575",3720.99687288995,2,1,1,21,"主卧","中楼层","是","大兴","集中供暖"
"4576",2878.89174752602,2,1,1,10,"次卧","中楼层","是","大兴","集中供暖"
"4577",2637.78624024447,2,1,1,17,"主卧","高楼层","是","大兴","集中供暖"
"4578",2874.68036368171,2,1,1,11,"次卧","高楼层","是","朝阳","集中供暖"
"4579",2570.57413070839,2,1,1,9,"次卧","中楼层","是","通州","集中供暖"
"4580",2773.46755442216,2,1,1,15,"主卧","中楼层","是","通州","集中供暖"
"4581",2598.36064814028,2,1,1,13,"主卧","中楼层","是","通州","集中供暖"
"4582",2503.25342539217,2,1,1,7,"次卧","中楼层","是","通州","集中供暖"
"4583",5320.14589991179,2,1,1,15,"主卧","中楼层","是","海淀","自采暖"
"4584",4301.03808563003,2,1,1,8,"次卧","中楼层","是","海淀","自采暖"
"4585",2584.92999666687,2,1,1,20,"主卧","高楼层","是","通州","集中供暖"
"4586",2238.82164732361,2,1,1,10,"次卧","高楼层","是","通州","集中供暖"
"4587",3813.71305207485,3,1,1,11,"次卧","中楼层","是","朝阳","集中供暖"
"4588",2636.60422556058,2,1,1,19,"主卧","中楼层","是","通州","集中供暖"
"4589",2652.49518257805,2,1,1,16,"次卧","中楼层","是","通州","集中供暖"
"4590",3204.38593807363,4,1,2,16,"主卧","中楼层","是","昌平","集中供暖"
"4591",3243.27650713468,4,1,2,15,"次卧","中楼层","是","昌平","集中供暖"
"4592",2761.16690498125,4,1,2,10,"次卧","中楼层","是","昌平","集中供暖"
"4593",2603.05714695784,4,1,2,8,"次卧","中楼层","是","昌平","集中供暖"
"4594",3293.94724852505,2,1,1,17,"主卧","中楼层","是","朝阳","集中供暖"
"4595",2733.83722525126,2,1,1,10,"次卧","中楼层","是","东城","集中供暖"
"4596",2315.72709280419,3,1,1,18,"次卧","高楼层","是","顺义","集中供暖"
"4597",1862.61686694259,3,1,1,9,"次卧","高楼层","是","顺义","集中供暖"
"4598",4038.50656350772,2,1,1,17,"主卧","低楼层","是","东城","集中供暖"
"4599",3493.39619841501,2,1,1,10,"次卧","低楼层","是","东城","集中供暖"
"4600",2165.28578764558,3,1,1,10,"次卧","高楼层","是","通州","集中供暖"
"4601",2442.17534723783,3,1,1,16,"主卧","高楼层","是","通州","集中供暖"
"4602",4006.06489327902,2,1,1,19,"主卧","高楼层","是","朝阳","集中供暖"
"4603",3276.95444189685,2,1,1,9,"次卧","高楼层","是","朝阳","集中供暖"
"4604",3704.84400925108,2,1,1,14,"主卧","高楼层","是","朝阳","集中供暖"
"4605",3005.73361152516,3,1,1,17,"主卧","中楼层","是","朝阳","集中供暖"
"4606",2404.6232649179,3,1,1,7,"次卧","中楼层","是","朝阳","集中供暖"
"4607",2439.51298563517,2,1,1,10,"次卧","低楼层","是","大兴","集中供暖"
"4608",2830.40278988163,2,1,1,9,"次卧","高楼层","是","石景山","集中供暖"
"4609",3613.2926938525,2,1,1,18,"主卧","高楼层","是","石景山","集中供暖"
"4610",2534.18271372542,2,1,1,16,"主卧","中楼层","是","大兴","集中供暖"
"4611",2118.07286565234,2,1,1,8,"次卧","中楼层","是","大兴","集中供暖"
"4612",1868.96316575144,3,1,1,13,"主卧","高楼层","是","大兴","集中供暖"
"4613",1746.85363009916,3,1,1,11,"次卧","高楼层","是","大兴","集中供暖"
"4614",4077.7442747223,3,1,1,18,"主卧","中楼层","是","朝阳","集中供暖"
"4615",2834.63511559014,3,1,1,12,"次卧","中楼层","是","朝阳","集中供暖"
"4616",2445.52616860671,3,1,1,10,"次卧","低楼层","是","朝阳","集中供暖"
"4617",2136.41744960312,3,1,1,7,"次卧","低楼层","是","朝阳","集中供暖"
"4618",2512.30897432994,2,1,1,11,"主卧","高楼层","是","通州","集中供暖"
"4619",3929.2007584497,2,1,1,18,"主卧","高楼层","是","朝阳","集中供暖"
"4620",2022.09281752954,2,1,1,6,"次卧","中楼层","是","大兴","集中供暖"
"4621",2526.98516703385,2,1,1,13,"主卧","中楼层","是","大兴","集中供暖"
"4622",1849.87782231712,5,1,1,11,"次卧","低楼层","是","房山","集中供暖"
"4623",1744.77079861685,5,1,1,9,"次卧","低楼层","是","房山","集中供暖"
"4624",2382.66411104653,5,1,1,15,"次卧","低楼层","是","房山","集中供暖"
"4625",2641.55777458887,5,1,1,22,"主卧","低楼层","是","房山","集中供暖"
"4626",2374.451804089,5,1,1,15,"次卧","低楼层","是","房山","集中供暖"
"4627",2579.34621424789,2,1,1,9,"次卧","低楼层","是","丰台","集中供暖"
"4628",2638.24101961584,2,1,1,12,"主卧","中楼层","是","通州","集中供暖"
"4629",2680.13623458618,2,1,1,10,"次卧","中楼层","是","通州","集中供暖"
"4630",2032.03187338899,2,1,1,12,"主卧","高楼层","是","房山","集中供暖"
"4631",2000.92795008507,2,1,1,12,"次卧","高楼层","是","房山","集中供暖"
"4632",1940.82447855996,3,1,1,9,"次卧","中楼层","是","顺义","集中供暖"
"4633",1941.72147251818,3,1,1,9,"次卧","中楼层","是","顺义","集中供暖"
"4634",4401.61894547755,2,1,1,18,"主卧","中楼层","是","海淀","集中供暖"
"4635",4281.51691076369,2,1,1,18,"主卧","高楼层","是","朝阳","集中供暖"
"4636",2251.41538150466,5,2,2,12,"次卧","高楼层","是","顺义","自采暖"
"4637",2266.31437062579,5,2,2,12,"次卧","高楼层","是","顺义","自采暖"
"4638",2047.2138908446,2,1,1,14,"次卧","中楼层","是","房山","集中供暖"
"4639",2593.1139546659,2,1,1,14,"主卧","高楼层","是","大兴","集中供暖"
"4640",2376.01457437711,2,1,1,11,"次卧","高楼层","是","大兴","集中供暖"
"4641",2829.91576204365,2,1,1,19,"主卧","低楼层","是","通州","集中供暖"
"4642",2510.81752950455,2,1,1,12,"次卧","低楼层","是","通州","集中供暖"
"4643",2465.71988836818,2,1,1,11,"主卧","中楼层","否","通州","集中供暖"
"4644",2056.62285000822,3,1,1,8,"次卧","低楼层","是","通州","集中供暖"
"4645",2535.52642555972,3,1,1,15,"主卧","低楼层","是","通州","集中供暖"
"4646",2399.43062591533,3,1,1,12,"次卧","低楼层","是","通州","集中供暖"
"4647",2467.33546172181,2,1,1,11,"主卧","低楼层","否","通州","集中供暖"
"4648",2201.24094337651,2,1,1,8,"次卧","低楼层","否","通州","集中供暖"
"4649",3446.14708102427,3,1,1,26,"主卧","中楼层","是","通州","集中供暖"
"4650",2366.05388455424,3,1,1,11,"次卧","中楼层","是","通州","集中供暖"
"4651",2093.96136359706,3,1,1,7,"次卧","中楼层","是","通州","集中供暖"
"4652",3429.86952752213,2,1,1,10,"次卧","中楼层","是","朝阳","集中供暖"
"4653",4101.77838543506,2,1,1,20,"主卧","中楼层","是","朝阳","集中供暖"
"4654",3000.68794617529,2,1,1,16,"主卧","低楼层","是","通州","自采暖"
"4655",3964.59821831393,2,1,1,18,"主卧","中楼层","是","海淀","集中供暖"
"4656",3486.5092101517,2,1,1,12,"次卧","中楼层","是","海淀","集中供暖"
"4657",4657.42092971707,2,1,1,14,"次卧","高楼层","是","朝阳","集中供暖"
"4658",2091.33338476463,3,1,1,9,"次卧","高楼层","是","丰台","自采暖"
"4659",2102.24658277353,3,1,1,10,"次卧","高楼层","是","丰台","自采暖"
"4660",2454.16053094619,3,1,1,14,"主卧","高楼层","是","丰台","自采暖"
"4661",2364.0752362071,3,1,1,14,"主卧","高楼层","是","丰台","自采暖"
"4662",2015.99070520184,3,1,1,8,"次卧","高楼层","是","丰台","自采暖"
"4663",2085.90694429626,3,1,1,10,"次卧","高楼层","是","丰台","自采暖"
"4664",2434.8239595758,2,1,1,9,"次卧","中楼层","否","大兴","集中供暖"
"4665",2645.74175684505,2,1,1,15,"主卧","中楼层","否","大兴","集中供暖"
"4666",4303.66034162736,2,1,1,13,"主卧","高楼层","是","朝阳","集中供暖"
"4667",4190.57971916475,2,1,1,12,"次卧","高楼层","是","朝阳","集中供暖"
"4668",2694.49989441783,3,1,1,9,"次卧","高楼层","否","海淀","自采暖"
"4669",2846.42087206605,2,1,1,12,"次卧","低楼层","是","朝阳","集中供暖"
"4670",3194.34265650799,2,1,1,16,"主卧","低楼层","是","朝阳","集中供暖"
"4671",3270.26525186182,2,1,1,10,"主卧","低楼层","是","丰台","集中供暖"
"4672",1981.18866196597,3,1,1,8,"次卧","低楼层","是","昌平","集中供暖"
"4673",2153.11289037991,2,1,1,15,"主卧","高楼层","是","房山","自采暖"
"4674",4713.03794038512,3,1,1,22,"主卧","中楼层","是","朝阳","集中供暖"
"4675",3334.96381498615,3,1,1,11,"次卧","中楼层","是","朝阳","集中供暖"
"4676",3541.89051691188,3,1,1,13,"次卧","中楼层","是","朝阳","集中供暖"
"4677",1920.81804861694,3,1,1,8,"次卧","中楼层","是","顺义","集中供暖"
"4678",1787.74641228318,3,1,1,7,"次卧","高楼层","是","房山","集中供暖"
"4679",1889.67560982142,3,1,1,9,"次卧","高楼层","是","房山","集中供暖"
"4680",1998.60564287319,3,1,1,10,"主卧","高楼层","是","房山","集中供暖"
"4681",4425.53651281275,2,1,1,13,"次卧","低楼层","是","朝阳","集中供暖"
"4682",4428.4682207491,2,1,1,14,"主卧","低楼层","是","朝阳","集中供暖"
"4683",2705.40076752826,2,1,1,15,"主卧","中楼层","是","丰台","集中供暖"
"4684",2665.33415373556,2,1,1,18,"主卧","高楼层","是","通州","集中供暖"
"4685",2164.26837969814,2,1,1,10,"次卧","高楼层","是","通州","集中供暖"
"4686",1904.20344548749,3,1,1,12,"次卧","高楼层","是","房山","自采暖"
"4687",2509.13935092221,3,1,1,18,"主卧","高楼层","是","房山","自采暖"
"4688",1788.07609557081,3,1,1,9,"次卧","高楼层","是","房山","自采暖"
"4689",3858.01367875461,2,1,1,8,"次卧","低楼层","是","朝阳","集中供暖"
"4690",4275.95209955082,2,1,1,11,"主卧","低楼层","是","朝阳","集中供暖"
"4691",3288.8913567957,2,1,1,15,"次卧","中楼层","是","通州","集中供暖"
"4692",3358.83144908776,2,1,1,17,"主卧","中楼层","是","通州","集中供暖"
"4693",2798.77237479115,2,1,1,11,"主卧","低楼层","是","通州","集中供暖"
"4694",2769.71413203908,2,1,1,11,"次卧","低楼层","是","通州","集中供暖"
"4695",2733.65671873741,2,1,1,16,"主卧","高楼层","是","昌平","集中供暖"
"4696",3116.60013256821,2,1,1,14,"主卧","中楼层","是","通州","集中供暖"
"4697",2829.54437099352,2,1,1,12,"次卧","中楼层","是","通州","集中供暖"
"4698",3357.48943125912,3,1,1,21,"主卧","低楼层","是","大兴","自采暖"
"4699",2516.43531039844,3,1,1,11,"次卧","中楼层","是","昌平","自采暖"
"4700",2657.38200523647,3,1,1,10,"次卧","中楼层","是","昌平","自采暖"
"4701",3723.3295123938,3,1,1,18,"主卧","中楼层","是","昌平","自采暖"
"4702",2454.27782829074,3,1,1,8,"次卧","高楼层","是","昌平","集中供暖"
"4703",2463.22694915142,3,1,1,8,"次卧","高楼层","是","昌平","集中供暖"
"4704",2565.17687100803,3,1,1,12,"主卧","高楼层","是","昌平","集中供暖"
"4705",2571.12758970512,2,1,1,20,"主卧","高楼层","是","大兴","集中供暖"
"4706",2252.07910090388,2,1,1,10,"次卧","高楼层","是","大兴","集中供暖"
"4707",2726.03140008656,2,1,1,11,"次卧","中楼层","是","朝阳","集中供暖"
"4708",3247.98448256087,2,1,1,17,"主卧","中楼层","是","朝阳","集中供暖"
"4709",2221.93834346445,2,1,1,13,"次卧","低楼层","是","昌平","集中供暖"
"4710",2363.89297776937,2,1,1,16,"主卧","低楼层","是","昌平","集中供暖"
"4711",2640.8483802867,2,1,1,9,"次卧","高楼层","是","朝阳","集中供暖"
"4712",2289.80454567107,2,1,1,10,"主卧","高楼层","是","房山","自采暖"
"4713",2299.76146842524,2,1,1,10,"次卧","高楼层","是","房山","自采暖"
"4714",5131.71914290481,2,1,1,15,"主卧","中楼层","是","西城","自采暖"
"4715",4488.67756332276,2,1,1,10,"次卧","中楼层","是","西城","自采暖"
"4716",2653.63672375423,2,1,1,11,"次卧","高楼层","是","丰台","集中供暖"
"4717",3187.59661814113,2,1,1,17,"主卧","高楼层","是","丰台","集中供暖"
"4718",3074.55724029685,2,1,1,9,"次卧","中楼层","是","朝阳","集中供暖"
