剧名,类型,播放量,点赞,差评,得分,采集日期
涩世纪传说,"青春剧
/
言情剧
/
网络剧
/
偶像剧
/
科幻剧",4.73亿,"1,608,478","131,823",9.2,2015-9-27 1:42:27
南侨机工英雄传,年代剧,4399万,"29,286","7,958",7.9,2015-9-27 1:42:26
春江英雄之秀才遇到兵,"言情剧
/
谍战剧",5.90亿,"714,086","97,883",8.8,2015-9-27 1:42:28
铁甲舰上的男人们DVD版,历史剧,96.2万,647,289,6.9,2015-9-27 1:42:30
克拉恋人,"青春剧
/
言情剧
/
偶像剧",27.90亿,"5,297,661","935,668",8.5,2015-9-27 1:42:33
克拉之恋,"青春剧

/
言情剧

/
偶像剧",7398万,"202,451","27,875",8.8,2015-9-27 1:42:37
妈妈向前冲,"家庭剧

/
言情剧",1.47亿,"68,862","37,520",6.5,2015-9-27 1:42:38
马上天下,军旅剧,1.43亿,"34,717","14,450",7.1,2015-9-27 1:42:40
错伏,谍战剧,2284万,"8,725","4,290",6.7,2015-9-27 1:42:40
美剧,"喜剧
/
罪案剧",635万,"10,123","4,117",7.1,2015-9-27 1:42:39
淑女涩男,青春剧,1.76亿,"65,171","8,598",8.8,2015-9-27 1:42:41
爸爸父亲爹,"军旅剧
/
谍战剧",1.34亿,"59,383","22,838",7.2,2015-9-27 1:42:43
今天很上火之奇葩相亲,"喜剧

/
网络剧",549万,"2,415","2,368",5.0,2015-9-27 1:42:46
仙侠剑,"言情剧

/
武侠剧

/
古装剧",2.25亿,"152,084","80,777",6.5,2015-9-27 1:42:38
学堂故事,"网络剧
/
喜剧",508万,"1,715","1,854",4.8,2015-9-27 1:42:40
玩的就是艳遇,"喜剧

/
青春剧

/
网络剧",513万,"7,746","5,912",5.7,2015-9-27 1:42:50
烧脑,"网络剧
/
偶像剧",325万,"1,728","1,424",5.5,2015-9-27 1:42:51
剧场,言情剧,1536万,"4,205","2,090",6.7,2015-9-27 1:42:51
劫中劫,谍战剧,8717万,"16,349","7,163",7.0,2015-9-27 1:42:53
离婚协议,null,3943万,"8,633","4,954",6.4,2015-9-27 1:42:53
壮丁也是兵,军旅剧,2.25亿,"45,193","17,841",7.2,2015-9-27 1:42:53
抉择,历史剧,2642万,"8,199","3,698",6.9,2015-9-27 1:42:52
前夫求爱记未删减版,喜剧,1570万,"4,286","1,761",7.1,2015-9-27 1:42:54
空巢姥爷,"家庭剧

/
言情剧",3507万,"10,236","3,140",7.7,2015-9-27 1:42:57
前夫求爱记,"喜剧
/
言情剧",1.92亿,"56,270","17,227",7.7,2015-9-27 1:42:59
待嫁老爸,"言情剧

/
家庭剧",1.26亿,"33,625","6,697",8.3,2015-9-27 1:43:03
我的抗战之铁血轻奇兵,军旅剧,1.05亿,"20,579","5,741",7.8,2015-9-27 1:43:04
聊斋新编未删减版,"神话剧

/
古装剧",4901万,"12,958","2,743",8.3,2015-9-27 1:43:04
坐88路车回家,言情剧,7910万,"16,549","4,532",7.9,2015-9-27 1:43:06
女人的抗战未删减版,谍战剧,788万,"1,522","1,122",5.8,2015-9-27 1:43:06
下一站婚姻,"家庭剧
/
言情剧",4.41亿,"116,942","38,892",7.5,2015-9-27 1:43:06
二婶,"家庭剧
/
言情剧",9512万,"22,247","10,701",6.8,2015-9-27 1:43:05
傲魂之活死人,"网络剧

/
悬疑剧",3754万,"11,243","1,748",8.7,2015-9-27 1:43:07
律师岳家军,网络剧,536万,"1,587",784,6.7,2015-9-27 1:43:10
末代皇帝传奇,"历史剧

/
宫廷剧",7805万,"24,876","4,546",8.5,2015-9-27 1:43:13
女人的抗战,谍战剧,7477万,"12,078","3,471",7.8,2015-9-27 1:43:17
我的美女老师,"青春剧
/
偶像剧
/
科幻剧
/
言情剧
/
网络剧",2.23亿,"196,048","52,898",7.9,2015-9-27 1:43:17
我的二哥二嫂,"农村剧

/
年代剧

/
家庭剧",2.38亿,"54,450","23,120",7.0,2015-9-27 1:43:17
铁核桃,"年代剧

/
谍战剧",2.46亿,"55,164","18,408",7.5,2015-9-27 1:43:19
出关,null,4438万,"9,807","4,108",7.0,2015-9-27 1:43:19
别让我看见,"言情剧

/
悬疑剧",5730万,"24,837","5,196",8.3,2015-9-27 1:43:19
出关未删减版,null,516万,"1,015",558,6.5,2015-9-27 1:43:18
泪洒女人花,"言情剧

/
年代剧",1.99亿,"60,978","38,743",6.1,2015-9-27 1:43:20
不能没有家,"家庭剧

/
言情剧",2775万,"7,234","3,587",6.7,2015-9-27 1:43:23
锦绣缘华丽冒险未删减版,"言情剧

/
年代剧

/
偶像剧",3207万,"18,271","4,485",8.0,2015-9-27 1:43:26
九星天辰诀,"古装剧
/
网络剧",2998万,"29,307","21,004",5.8,2015-9-27 1:43:30
大村官之放飞梦想,农村剧,5265万,"16,774","6,212",7.3,2015-9-27 1:43:32
活色生香未删减版,"偶像剧
/
年代剧
/
言情剧
/
青春剧",2.81亿,"61,793","11,485",8.4,2015-9-27 1:43:30
活色生香,"青春剧
/
言情剧
/
年代剧
/
偶像剧",8.24亿,"1,053,318","113,248",9.0,2015-9-27 1:43:30
好大一个家,家庭剧,1.28亿,"60,142","11,873",8.4,2015-9-27 1:43:32
千金女贼未删减版,"年代剧

/
偶像剧",3969万,"31,553","8,128",8.0,2015-9-27 1:43:32
千金女贼,"言情剧
/
年代剧
/
偶像剧",13.96亿,"977,206","155,343",8.6,2015-9-27 1:43:32
大刀记,军旅剧,2.68亿,"59,506","22,142",7.3,2015-9-27 1:43:44
光影,"军旅剧

/
年代剧",1.67亿,"49,106","15,340",7.6,2015-9-27 1:43:33
战魂,军旅剧,1.34亿,"39,213","9,296",8.1,2015-9-27 1:43:36
长大,"青春剧
/
言情剧",4.19亿,"386,967","52,008",8.8,2015-9-27 1:43:39
杀寇决,"悬疑剧

/
谍战剧

/
历史剧",1.23亿,"37,443","9,047",8.1,2015-9-27 1:43:45
蜀山战纪第1季,"言情剧
/
武侠剧
/
古装剧
/
偶像剧",7274万,"440,678","65,377",8.7,2015-9-27 1:43:57
云中歌,"言情剧
/
古装剧
/
偶像剧
/
宫廷剧
/
青春剧",3.01亿,"590,243","129,439",8.2,2015-9-27 1:43:58
大汉情缘之云中歌未删减版,"宫廷剧
/
言情剧
/
古装剧
/
偶像剧",1677万,"30,189","4,379",8.7,2015-9-27 1:43:59
冲出月亮岛,"言情剧

/
年代剧",3469万,"24,922","9,150",7.3,2015-9-27 1:43:59
二十四道拐,"谍战剧

/
军旅剧",4739万,"23,604","7,798",7.5,2015-9-27 1:43:59
卧底,"谍战剧

/
军旅剧",1.19亿,"69,206","21,054",7.7,2015-9-27 1:44:01
左手劈刀,军旅剧,2.85亿,"152,813","52,568",7.4,2015-9-27 1:44:02
嘻哈白蛇传,"喜剧
/
网络剧",1897万,"70,807","25,117",7.4,2015-9-27 1:44:05
星空中的潘朵拉,"言情剧
/
偶像剧
/
网络剧",466万,"4,608","3,968",5.4,2015-9-27 1:44:10
红色青橄榄,"青春剧

/
网络剧

/
偶像剧

/
悬疑剧",1156万,"74,272",542,9.9,2015-9-27 1:44:11
太行山上,"历史剧

/
军旅剧",9585万,"61,419","17,952",7.7,2015-9-27 1:44:12
我的绝密生涯,"年代剧
/
谍战剧
/
悬疑剧",4979万,"25,680","7,380",7.8,2015-9-27 1:44:13
冰与火的青春未删减版,"言情剧

/
偶像剧",348万,"3,100","1,394",6.9,2015-9-27 1:44:13
克拉恋人未删减版,"言情剧

/
偶像剧",1671万,"26,097","11,655",6.9,2015-9-27 1:44:14
男神执事团,"偶像剧
/
青春剧
/
网络剧",4008万,"225,380","15,577",9.4,2015-9-27 1:44:14
仙侠剑未删减版,"言情剧

/
武侠剧

/
古装剧",616万,"4,207","2,427",6.3,2015-9-27 1:44:16
毕业歌,年代剧,3240万,"38,566","9,325",8.1,2015-9-27 1:44:16
美剧,"罪案剧
/
悬疑剧",230万,"4,285","1,653",7.2,2015-9-27 1:44:18
我的宝贝,"言情剧
/
偶像剧",3.19亿,"183,708","52,022",7.8,2015-9-27 1:44:23
火线英雄,军旅剧,2756万,"15,393","4,360",7.8,2015-9-27 1:44:25
小爸妈未删减版,"家庭剧

/
言情剧

/
偶像剧",3120万,"25,427","9,473",7.3,2015-9-27 1:44:28
爱情不打烊,言情剧,4066万,"18,567","6,494",7.4,2015-9-27 1:44:29
大舜,"历史剧

/
古装剧",1.41亿,"140,399","43,904",7.6,2015-9-27 1:44:30
生死兄弟情,军旅剧,2645万,"5,256","4,590",5.3,2015-9-27 1:44:31
罗龙镇女人,年代剧,2.68亿,"76,796","27,661",7.4,2015-9-27 1:44:24
偏偏喜欢你,"军旅剧
/
年代剧
/
偶像剧",10.86亿,"659,194","153,823",8.1,2015-9-27 1:44:26
wait酒吧,"喜剧

/
网络剧",379万,"2,189","4,398",3.3,2015-9-27 1:44:26
偏偏喜欢你未删减版,"偶像剧
/
年代剧
/
军旅剧",3687万,"25,207","5,839",8.1,2015-9-27 1:44:27
玩转APP,"喜剧

/
网络剧",1941万,421,348,5.5,2015-9-27 1:44:36
刑警队长,罪案剧,2.80亿,"77,960","16,654",8.2,2015-9-27 1:44:37
抓住彩虹的男人,"言情剧
/
偶像剧
/
悬疑剧",5.96亿,"252,406","66,528",7.9,2015-9-27 1:44:38
婚姻时差,"家庭剧
/
言情剧",1.03亿,"22,072","9,215",7.1,2015-9-27 1:44:39
绝地刀锋,"军旅剧

/
谍战剧",1.27亿,"23,528","8,196",7.4,2015-9-27 1:44:39
少年四大名捕陈伟霆cut集锦,"言情剧

/
武侠剧

/
古装剧

/
偶像剧

/
悬疑剧",351万,"4,650","1,543",7.5,2015-9-27 1:44:40
生死连,军旅剧,3.22亿,"74,209","28,040",7.3,2015-9-27 1:44:41
少年四大名捕杨洋特辑,"古装剧
/
偶像剧
/
悬疑剧",562万,"18,806",513,9.7,2015-9-27 1:44:42
你是我的姐妹,言情剧,7.83亿,"423,133","140,957",7.5,2015-9-27 1:44:43
少年四大名捕茅子俊cut集锦,"言情剧
/
武侠剧
/
古装剧
/
偶像剧
/
悬疑剧",301万,"1,873",914,6.7,2015-9-27 1:44:44
婚前协议,"家庭剧

/
言情剧",1.46亿,"29,713","16,302",6.5,2015-9-27 1:44:49
爱的秘笈,"偶像剧

/
言情剧",1.22亿,"53,206","5,573",9.1,2015-9-27 1:44:50
伙伴夫妻,"言情剧

/
家庭剧",6495万,"10,429","5,022",6.7,2015-9-27 1:44:51
铁甲舰上的男人们,历史剧,4078万,"10,081","1,053",9.1,2015-9-27 1:44:52
南方怂人帮,"网络剧

/
喜剧",80.2万,510,484,5.1,2015-9-27 1:44:52
王大花的革命生涯,"谍战剧
/
喜剧",2.69亿,"63,043","19,692",7.6,2015-9-27 1:44:53
西游之妖怪别跑,"喜剧
/
网络剧",1043万,"14,514","5,385",7.3,2015-9-27 1:44:55
妻子的谎言,言情剧,12.65亿,"549,844","115,180",8.3,2015-9-27 1:44:55
少年四大名捕,"言情剧
/
武侠剧
/
古装剧
/
偶像剧
/
悬疑剧",12.88亿,"922,665","119,647",8.9,2015-9-27 1:44:56
东北剿匪记,null,1.34亿,"19,314","7,226",7.3,2015-9-27 1:44:58
突围突围,言情剧,8083万,"20,004","7,550",7.3,2015-9-27 1:45:02
如果爱可以重来,"言情剧
/
偶像剧",7122万,"38,890","12,165",7.6,2015-9-27 1:45:03
我爷爷和奶奶的故事,"军旅剧
/
言情剧",4766万,"10,773","3,489",7.6,2015-9-27 1:45:04
锦绣缘华丽冒险,"言情剧
/
年代剧
/
偶像剧",11.45亿,"951,748","160,520",8.6,2015-9-27 1:45:05
隋唐英雄5TV版,古装剧,6823万,"36,641","7,826",8.2,2015-9-27 1:45:05
封神英雄,"神话剧
/
武侠剧
/
古装剧",7.75亿,"627,291","141,429",8.2,2015-9-27 1:45:06
妻子的谎言未删减版,言情剧,1.04亿,"34,911","4,590",8.8,2015-9-27 1:45:08
隋唐英雄5,古装剧,1.52亿,"97,922","20,341",8.3,2015-9-27 1:45:08
办公室大爆炸,喜剧,415万,"2,941","2,041",5.9,2015-9-27 1:45:09
平凡的世界,农村剧,4.72亿,"274,630","49,030",8.5,2015-9-27 1:45:11
冤家亲家,家庭剧,2211万,"7,809","2,602",7.5,2015-9-27 1:45:21
猎魔,"军旅剧

/
历史剧

/
谍战剧",5782万,"11,844","7,010",6.3,2015-9-27 1:45:15
我们家的微幸福生活,"家庭剧

/
言情剧",3433万,"13,508","3,859",7.8,2015-9-27 1:45:16
宅男的恋爱养成,"网络剧
/
喜剧",135万,"1,197",643,6.5,2015-9-27 1:45:17
别叫我兄弟,"青春剧

/
言情剧

/
年代剧",1.71亿,"69,663","15,304",8.2,2015-9-27 1:45:18
敢爱,"青春剧

/
言情剧",2.08亿,"98,487","44,719",6.9,2015-9-27 1:45:23
陆小凤与花满楼,"武侠剧
/
古装剧",3.29亿,"131,947","26,257",8.3,2015-9-27 1:45:18
邻居也疯狂,"家庭剧

/
喜剧",1.02亿,"52,453","9,696",8.4,2015-9-27 1:45:19
爱你不放手,"家庭剧

/
言情剧",4237万,"13,227","5,654",7.0,2015-9-27 1:45:21
急诊室故事,null,6682万,"40,127","5,477",8.8,2015-9-27 1:45:24
何以笙箫默精华版,"偶像剧
/
言情剧",1247万,"19,138","5,176",7.9,2015-9-27 1:45:35
何以笙箫默,"青春剧
/
言情剧
/
偶像剧",22.05亿,"2,096,528","223,151",9.0,2015-9-27 1:45:36
飞虎队,"年代剧

/
军旅剧","12,525",34,8,8.1,2015-9-28 1:02:45
琅琊榜,"历史剧
/
古装剧
/
偶像剧
/
宫廷剧
/
青春剧",3.14亿,"799,101","31,962",9.6,2015-9-28 1:02:44
生死血符,年代剧,1674万,"13,621","4,032",7.7,2015-9-28 1:02:45
夺宝传奇,"年代剧

/
悬疑剧",647万,"9,249","2,465",7.9,2015-9-28 1:02:44
伪装者未删减版,"谍战剧
/
悬疑剧",4075万,"43,308","5,961",8.8,2015-9-28 1:02:45
毕业歌,年代剧,3265万,"38,663","9,399",8.0,2015-9-28 1:02:57
少年四大名捕冷血张翰特辑,"古装剧
/
偶像剧
/
悬疑剧",819万,"8,944","1,617",8.5,2015-9-28 1:02:58
铁在烧,"军旅剧
/
言情剧
/
谍战剧",4.27亿,"291,886","70,388",8.1,2015-9-28 1:02:57
致匆匆那些年,"言情剧

/
青春剧

/
网络剧",630万,"25,726","2,447",9.1,2015-9-28 1:02:58
花千骨未删减版,"言情剧
/
古装剧
/
偶像剧",3.95亿,"263,700","85,840",7.5,2015-9-28 1:02:58
英雄祭,"军旅剧
/
年代剧",1.81亿,"83,895","40,048",6.8,2015-9-28 1:03:11
小爸妈,"家庭剧

/
言情剧

/
偶像剧",2.18亿,"191,259","53,670",7.8,2015-9-28 1:03:10
大道通天,年代剧,2075万,"11,587","5,225",6.9,2015-9-28 1:03:11
绝命追踪,悬疑剧,6508万,"73,621","2,695",9.6,2015-9-28 1:03:11
大舜,"历史剧

/
古装剧",1.41亿,"140,594","43,873",7.6,2015-9-28 1:03:10
伪装者,"谍战剧
/
悬疑剧",9.29亿,"1,172,643","125,086",9.0,2015-9-28 1:03:16
香火,家庭剧,8087万,"35,550","4,235",8.9,2015-9-28 1:03:23
茗天闪亮,"青春剧

/
言情剧",2204万,"17,430","3,420",8.4,2015-9-28 1:03:24
闪亮茗天,"青春剧
/
言情剧",5.44亿,"234,432","47,584",8.3,2015-9-28 1:03:24
刺蝶,"军旅剧

/
谍战剧

/
悬疑剧",8574万,"44,777","17,775",7.2,2015-9-28 1:03:29
后海不是海,"家庭剧

/
言情剧",1.19亿,"29,863","12,374",7.1,2015-9-28 1:03:24
爱情公寓番外篇,网络剧,2.38亿,"200,584","27,543",8.8,2015-9-28 1:03:37
少年四大名捕,"言情剧
/
武侠剧
/
古装剧
/
偶像剧
/
悬疑剧",12.88亿,"923,534","119,541",8.9,2015-9-28 1:03:36
多情江山,"宫廷剧
/
言情剧
/
古装剧",6275万,"90,125","24,427",7.9,2015-9-28 1:03:35
特警力量未删减版,"罪案剧

/
军旅剧",5100万,"24,902","7,367",7.7,2015-9-28 1:03:37
少年四大名捕未删减版,"悬疑剧
/
偶像剧
/
言情剧
/
武侠剧
/
古装剧",1.33亿,"50,150","5,315",9.0,2015-9-28 1:03:36
完美案件,"网络剧
/
悬疑剧",925万,"8,439","2,290",7.9,2015-9-28 1:03:37
婆媳的战国时代,"言情剧

/
家庭剧",2.03亿,"45,355","26,246",6.3,2015-9-28 1:03:50
少年神探狄仁杰,"古装剧
/
悬疑剧",3.88亿,"656,319","75,529",9.0,2015-9-28 1:03:42
最佳前男友,"言情剧
/
偶像剧",5.92亿,"609,624","98,539",8.6,2015-9-28 1:03:48
边关烽火情,null,7612万,"11,607","3,329",7.8,2015-9-28 1:03:49
男神经,"喜剧
/
网络剧",1196万,"6,525","1,686",7.9,2015-9-28 1:03:50
花千骨2015,"穿越剧
/
言情剧
/
网络剧",4.52亿,"1,353,134","417,809",7.6,2015-9-28 1:03:49
办公室大爆炸,喜剧,416万,"2,945","2,047",5.9,2015-9-28 1:03:50
冰与火的青春,"青春剧
/
言情剧
/
偶像剧",6.63亿,"787,257","196,071",8.0,2015-9-28 1:04:01
null,null,null,null,null,null,2015-9-28 1:03:56
兵变1929,"年代剧

/
谍战剧",5587万,"15,736","5,381",7.5,2015-9-28 1:04:02
淑女之家,"家庭剧
/
言情剧
/
年代剧
/
悬疑剧",1.45亿,"122,135","16,334",8.8,2015-9-28 1:04:03
鸳鸯佩,"言情剧

/
年代剧",2.70亿,"262,740","98,903",7.3,2015-9-28 1:04:02
敢爱,"青春剧

/
言情剧",2.09亿,"98,496","44,891",6.9,2015-9-28 1:04:03
嘿！真不是闹着玩的,"喜剧

/
农村剧",7280万,"42,072","8,452",8.3,2015-9-28 1:04:03
信访局长,null,844万,"1,842","1,372",5.7,2015-9-28 1:04:03
特警力量,"罪案剧
/
军旅剧",20.20亿,"642,737","72,665",9.0,2015-9-28 1:04:09
加油吧实习生,"青春剧
/
言情剧
/
偶像剧",16.24亿,"3,132,579","439,737",8.8,2015-9-28 1:04:15
地雷战,"军旅剧

/
历史剧",1.77亿,"115,931","29,950",7.9,2015-9-28 1:04:13
发明大师,"喜剧
/
网络剧
/
科幻剧",1.41亿,"20,787","3,133",8.7,2015-9-28 1:04:14
寒冬,"谍战剧
/
年代剧",9659万,"29,967","4,516",8.7,2015-9-28 1:04:22
当人心遇上仁心,"家庭剧

/
言情剧",3772万,"10,085","3,762",7.3,2015-9-28 1:04:16
血刃,"军旅剧

/
谍战剧",7944万,"14,779","6,592",6.9,2015-9-28 1:04:16
何以笙箫默,"青春剧
/
言情剧
/
偶像剧",22.06亿,"2,097,565","224,015",9.0,2015-9-28 1:04:16
青春正能量之我是女神,"青春剧

/
偶像剧",1.46亿,"84,473","12,759",8.7,2015-9-28 1:04:15
我的青春道馆,"网络剧
/
喜剧",170万,"1,839",836,6.9,2015-9-28 1:04:16
二胎时代未删减版,"言情剧

/
家庭剧",2269万,"24,547","3,112",8.9,2015-9-28 1:04:26
聊斋新编,"神话剧
/
古装剧",4.56亿,"153,827","39,628",8.0,2015-9-28 1:04:27
两生花,"言情剧
/
偶像剧",6.74亿,"268,616","112,753",7.0,2015-9-28 1:04:28
加油吧实习生未删减版,"偶像剧

/
言情剧

/
青春剧",7370万,"160,520","29,703",8.4,2015-9-28 1:04:39
嘿，老头！,null,2.76亿,"148,461","20,679",8.8,2015-9-28 1:04:40
好男儿之情感护理,null,3234万,"12,636","3,044",8.1,2015-9-28 1:04:35
我是机器人,"偶像剧

/
喜剧",3403万,"64,808","6,196",9.1,2015-9-28 1:04:36
还珠格格2015,"古装剧

/
喜剧

/
网络剧",678万,"20,122","24,689",4.5,2015-9-28 1:04:38
笑时代,"喜剧

/
粤语电视剧",173万,"3,126","3,940",4.4,2015-9-28 1:04:38
彩虹营业厅,"喜剧

/
网络剧",199万,"5,018","2,479",6.7,2015-9-28 1:04:40
虎妈猫爸,"喜剧
/
青春剧
/
家庭剧
/
言情剧
/
偶像剧",17.03亿,"566,329","133,668",8.1,2015-9-28 1:04:41
天局,"武侠剧
/
古装剧
/
悬疑剧
/
网络剧",3686万,"41,860","3,749",9.2,2015-9-28 1:04:40
我的媳妇是女王,言情剧,2.36亿,"281,081","53,796",8.4,2015-9-28 1:04:49
二胎时代,"家庭剧
/
言情剧",2.53亿,"338,069","56,348",8.6,2015-9-28 1:04:51
神犬小七,偶像剧,5.03亿,"1,489,802","129,321",9.2,2015-9-28 1:04:51
麻雀春天,"悬疑剧

/
年代剧

/
言情剧",3795万,"7,405","3,508",6.8,2015-9-28 1:04:54
英雄戟之影子战士,"谍战剧

/
悬疑剧",1.22亿,"65,501","19,546",7.7,2015-9-28 1:04:53
神犬小七未删减版,偶像剧,2455万,"64,409","7,373",9.0,2015-9-28 1:04:53
白衣校花与大长腿2,"青春剧
/
言情剧
/
偶像剧",2.06亿,"217,894","64,635",7.7,2015-9-28 1:04:48
国产大英雄,"喜剧

/
网络剧",498万,"3,426","2,636",5.7,2015-9-28 1:04:52
快乐00后第1季,网络剧,116万,"1,135",573,6.6,2015-9-28 1:04:53
东北抗日联军,军旅剧,7950万,"27,031","12,420",6.9,2015-9-28 1:05:02
仙侠剑,"言情剧

/
武侠剧

/
古装剧",2.25亿,"152,851","80,876",6.5,2015-9-28 1:05:04
妈妈向前冲,"家庭剧

/
言情剧",1.47亿,"68,986","37,518",6.5,2015-9-28 1:05:04
学堂故事,"喜剧
/
网络剧",508万,"1,719","1,854",4.8,2015-9-28 1:05:06
爱你一生,"年代剧

/
言情剧",5231万,"10,091","4,207",7.1,2015-9-28 1:05:05
家有一老,家庭剧,6422万,"23,137","10,344",6.9,2015-9-28 1:05:07
东江英雄刘黑仔,"青春剧

/
谍战剧",1.46亿,"45,893","9,318",8.3,2015-9-28 1:05:06
马上天下,军旅剧,1.43亿,"34,780","14,460",7.1,2015-9-28 1:05:07
我的天啊第2季,"喜剧

/
网络剧",344万,"1,173","3,139",2.7,2015-9-28 1:05:12
快乐00后第2季,网络剧,135万,"1,334",798,6.3,2015-9-28 1:05:18
海上孟府,"年代剧

/
言情剧",1.30亿,"31,168","11,177",7.4,2015-9-28 1:05:16
烧脑,"网络剧
/
偶像剧",325万,"1,731","1,428",5.5,2015-9-28 1:05:17
剧场,言情剧,1537万,"4,226","2,090",6.7,2015-9-28 1:05:17
劫中劫,谍战剧,8720万,"16,368","7,168",7.0,2015-9-28 1:05:19
离婚协议,null,3947万,"8,715","4,905",6.4,2015-9-28 1:05:20
成人记2,"偶像剧
/
网络剧
/
青春剧",393万,"4,827","1,698",7.4,2015-9-28 1:05:20
涩世纪传说,"青春剧
/
言情剧
/
网络剧
/
偶像剧
/
科幻剧",4.74亿,"1,610,192","131,963",9.2,2015-9-28 1:05:25
于无声处,"罪案剧
/
年代剧",1.31亿,"30,080","8,547",7.8,2015-9-28 1:05:29
我的抗战之铁血轻奇兵,军旅剧,1.05亿,"20,615","5,761",7.8,2015-9-28 1:05:30
聊斋新编未删减版,"神话剧

/
古装剧",4904万,"12,971","2,743",8.3,2015-9-28 1:05:30
坐88路车回家,言情剧,7914万,"16,573","4,532",7.9,2015-9-28 1:05:32
地下地上之大陆小岛,"谍战剧

/
军旅剧",3591万,"20,864","6,036",7.8,2015-9-28 1:05:30
女人的抗战未删减版,谍战剧,789万,"1,524","1,126",5.8,2015-9-28 1:05:33
错伏,谍战剧,2290万,"8,730","4,313",6.7,2015-9-28 1:05:38
猜拳,"悬疑剧

/
谍战剧",6957万,"10,592","5,087",6.8,2015-9-28 1:05:42
不能没有家,"家庭剧

/
言情剧",2778万,"7,236","3,589",6.7,2015-9-28 1:05:43
我的二哥二嫂,"农村剧

/
年代剧

/
家庭剧",2.38亿,"54,570","23,073",7.0,2015-9-28 1:05:44
活色生香陈伟霆cut集锦,"言情剧
/
年代剧
/
偶像剧",150万,"3,174",706,8.2,2015-9-28 1:05:32
铁核桃,"年代剧

/
谍战剧",2.46亿,"55,269","18,404",7.5,2015-9-28 1:05:45
出关,null,4440万,"9,815","4,120",7.0,2015-9-28 1:05:46
春江英雄之秀才遇到兵,"言情剧
/
谍战剧",5.91亿,"714,922","97,986",8.8,2015-9-28 1:05:44
明若晓溪,"青春剧
/
言情剧
/
偶像剧",2.17亿,"671,503","90,491",8.8,2015-9-28 1:05:45
壮丁也是兵,军旅剧,2.25亿,"45,219","17,852",7.2,2015-9-28 1:05:51
铁甲舰上的男人们DVD版,历史剧,97.7万,655,290,6.9,2015-9-28 1:05:58
终极对决,军旅剧,1.18亿,"78,514","29,007",7.3,2015-9-28 1:05:59
淑女涩男,青春剧,1.76亿,"65,281","8,636",8.8,2015-9-28 1:05:57
下一站婚姻,"家庭剧
/
言情剧",4.42亿,"117,474","38,610",7.5,2015-9-28 1:06:04
李大白的道德经,"喜剧
/
网络剧",76.0万,550,373,6.0,2015-9-28 1:05:55
活色生香,"青春剧
/
言情剧
/
年代剧
/
偶像剧",8.24亿,"1,054,053","113,062",9.0,2015-9-28 1:05:56
活色生香未删减版,"偶像剧
/
年代剧
/
言情剧
/
青春剧",2.81亿,"61,955","11,425",8.4,2015-9-28 1:05:58
爸爸父亲爹,"军旅剧
/
谍战剧",1.34亿,"59,484","22,829",7.2,2015-9-28 1:06:11
